77;SetOrdPreResDowCuts FinAll TEST0;91.827;0;1;0;1;1;0;0;1;0;1;1;0;1;0;1;0;0;1;1;0;1
78;SetFinPreResDowCuts FinAll TEST0;94.576;0;1;1;0;0;1;0;1;0;1;1;0;1;0;1;0;0;1;1;0;1
79;SetOrdFinPreResDowCuts FinAll TEST0;94.98;0;1;0;1;0;1;0;1;0;1;1;0;1;0;1;0;0;1;1;0;1
80;SetFaiDowCuts FinAll TEST0;142.944;0;1;1;0;1;0;1;0;1;0;1;0;0;1;1;0;0;1;1;0;1
81;SetOrdFaiDowCuts FinAll TEST0;164.389;0;1;0;1;1;0;1;0;1;0;1;0;0;1;1;0;0;1;1;0;1
82;SetFinFaiDowCuts FinAll TEST0;54.219;0;1;1;0;0;1;1;0;1;0;1;0;0;1;1;0;0;1;1;0;1
83;SetOrdFinFaiDowCuts FinAll TEST0;74.661;0;1;0;1;0;1;1;0;1;0;1;0;0;1;1;0;0;1;1;0;1
84;SetPreFaiDowCuts FinAll TEST0;66.053;0;1;1;0;1;0;0;1;1;0;1;0;0;1;1;0;0;1;1;0;1
85;SetOrdPreFaiDowCuts FinAll TEST0;111.715;0;1;0;1;1;0;0;1;1;0;1;0;0;1;1;0;0;1;1;0;1
86;SetFinPreFaiDowCuts FinAll TEST0;64.112;0;1;1;0;0;1;0;1;1;0;1;0;0;1;1;0;0;1;1;0;1
87;SetOrdFinPreFaiDowCuts FinAll TEST0;91.105;0;1;0;1;0;1;0;1;1;0;1;0;0;1;1;0;0;1;1;0;1
88;SetResFaiDowCuts FinAll TEST0;90.362;0;1;1;0;1;0;1;0;0;1;1;0;0;1;1;0;0;1;1;0;1
89;SetOrdResFaiDowCuts FinAll TEST0;90.471;0;1;0;1;1;0;1;0;0;1;1;0;0;1;1;0;0;1;1;0;1
90;SetFinResFaiDowCuts FinAll TEST0;90.362;0;1;1;0;0;1;1;0;0;1;1;0;0;1;1;0;0;1;1;0;1
91;SetOrdFinResFaiDowCuts FinAll TEST0;90.752;0;1;0;1;0;1;1;0;0;1;1;0;0;1;1;0;0;1;1;0;1
92;SetPreResFaiDowCuts FinAll TEST0;89.922;0;1;1;0;1;0;0;1;0;1;1;0;0;1;1;0;0;1;1;0;1
93;SetOrdPreResFaiDowCuts FinAll TEST0;59.359;0;1;0;1;1;0;0;1;0;1;1;0;0;1;1;0;0;1;1;0;1
94;SetFinPreResFaiDowCuts FinAll TEST0;90.573;0;1;1;0;0;1;0;1;0;1;1;0;0;1;1;0;0;1;1;0;1
95;SetOrdFinPreResFaiDowCuts FinAll TEST0;59.221;0;1;0;1;0;1;0;1;0;1;1;0;0;1;1;0;0;1;1;0;1
96;SetCorDowCuts FinAll TEST0;179.814;0;1;1;0;1;0;1;0;1;0;1;0;1;0;0;1;0;1;1;0;1
97;SetOrdCorDowCuts FinAll TEST0;180.277;0;1;0;1;1;0;1;0;1;0;1;0;1;0;0;1;0;1;1;0;1
98;SetFinCorDowCuts FinAll TEST0;90.878;0;1;1;0;0;1;1;0;1;0;1;0;1;0;0;1;0;1;1;0;1
99;SetOrdFinCorDowCuts FinAll TEST0;91.122;0;1;0;1;0;1;1;0;1;0;1;0;1;0;0;1;0;1;1;0;1
100;SetPreCorDowCuts FinAll TEST0;162.592;0;1;1;0;1;0;0;1;1;0;1;0;1;0;0;1;0;1;1;0;1
101;SetOrdPreCorDowCuts FinAll TEST0;168.52;0;1;0;1;1;0;0;1;1;0;1;0;1;0;0;1;0;1;1;0;1
102;SetFinPreCorDowCuts FinAll TEST0;162.885;0;1;1;0;0;1;0;1;1;0;1;0;1;0;0;1;0;1;1;0;1
103;SetOrdFinPreCorDowCuts FinAll TEST0;168.162;0;1;0;1;0;1;0;1;1;0;1;0;1;0;0;1;0;1;1;0;1
104;SetResCorDowCuts FinAll TEST0;74.186;0;1;1;0;1;0;1;0;0;1;1;0;1;0;0;1;0;1;1;0;1
105;SetOrdResCorDowCuts FinAll TEST0;90.509;0;1;0;1;1;0;1;0;0;1;1;0;1;0;0;1;0;1;1;0;1
106;SetFinResCorDowCuts FinAll TEST0;78.164;0;1;1;0;0;1;1;0;0;1;1;0;1;0;0;1;0;1;1;0;1
107;SetOrdFinResCorDowCuts FinAll TEST0;91.214;0;1;0;1;0;1;1;0;0;1;1;0;1;0;0;1;0;1;1;0;1
108;SetPreResCorDowCuts FinAll TEST0;69.374;0;1;1;0;1;0;0;1;0;1;1;0;1;0;0;1;0;1;1;0;1
109;SetOrdPreResCorDowCuts FinAll TEST0;90.122;0;1;0;1;1;0;0;1;0;1;1;0;1;0;0;1;0;1;1;0;1
110;SetFinPreResCorDowCuts FinAll TEST0;69.175;0;1;1;0;0;1;0;1;0;1;1;0;1;0;0;1;0;1;1;0;1
111;SetOrdFinPreResCorDowCuts FinAll TEST0;89.929;0;1;0;1;0;1;0;1;0;1;1;0;1;0;0;1;0;1;1;0;1
112;SetFaiCorDowCuts FinAll TEST0;104.518;0;1;1;0;1;0;1;0;1;0;1;0;0;1;0;1;0;1;1;0;1
113;SetOrdFaiCorDowCuts FinAll TEST0;79.331;0;1;0;1;1;0;1;0;1;0;1;0;0;1;0;1;0;1;1;0;1
114;SetFinFaiCorDowCuts FinAll TEST0;71.281;0;1;1;0;0;1;1;0;1;0;1;0;0;1;0;1;0;1;1;0;1
115;SetOrdFinFaiCorDowCuts FinAll TEST0;63.048;0;1;0;1;0;1;1;0;1;0;1;0;0;1;0;1;0;1;1;0;1
116;SetPreFaiCorDowCuts FinAll TEST0;71.879;0;1;1;0;1;0;0;1;1;0;1;0;0;1;0;1;0;1;1;0;1
117;SetOrdPreFaiCorDowCuts FinAll TEST0;81.113;0;1;0;1;1;0;0;1;1;0;1;0;0;1;0;1;0;1;1;0;1
118;SetFinPreFaiCorDowCuts FinAll TEST0;69.999;0;1;1;0;0;1;0;1;1;0;1;0;0;1;0;1;0;1;1;0;1
119;SetOrdFinPreFaiCorDowCuts FinAll TEST0;80.616;0;1;0;1;0;1;0;1;1;0;1;0;0;1;0;1;0;1;1;0;1
120;SetResFaiCorDowCuts FinAll TEST0;78.638;0;1;1;0;1;0;1;0;0;1;1;0;0;1;0;1;0;1;1;0;1
121;SetOrdResFaiCorDowCuts FinAll TEST0;73.183;0;1;0;1;1;0;1;0;0;1;1;0;0;1;0;1;0;1;1;0;1
122;SetFinResFaiCorDowCuts FinAll TEST0;79.088;0;1;1;0;0;1;1;0;0;1;1;0;0;1;0;1;0;1;1;0;1
123;SetOrdFinResFaiCorDowCuts FinAll TEST0;73.377;0;1;0;1;0;1;1;0;0;1;1;0;0;1;0;1;0;1;1;0;1
124;SetPreResFaiCorDowCuts FinAll TEST0;89.782;0;1;1;0;1;0;0;1;0;1;1;0;0;1;0;1;0;1;1;0;1
125;SetOrdPreResFaiCorDowCuts FinAll TEST0;90.345;0;1;0;1;1;0;0;1;0;1;1;0;0;1;0;1;0;1;1;0;1
126;SetFinPreResFaiCorDowCuts FinAll TEST0;89.681;0;1;1;0;0;1;0;1;0;1;1;0;0;1;0;1;0;1;1;0;1
127;SetOrdFinPreResFaiCorDowCuts FinAll TEST0;91.447;0;1;0;1;0;1;0;1;0;1;1;0;0;1;0;1;0;1;1;0;1
128;SetCuts FinMin TEST0;166.311;0;1;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;0;1;1
129;SetOrdCuts FinMin TEST0;151.778;0;1;0;1;1;0;1;0;1;0;1;0;1;0;1;0;1;0;0;1;1
130;SetFinCuts FinMin TEST0;79.335;0;1;1;0;0;1;1;0;1;0;1;0;1;0;1;0;1;0;0;1;1
131;SetOrdFinCuts FinMin TEST0;62.587;0;1;0;1;0;1;1;0;1;0;1;0;1;0;1;0;1;0;0;1;1
132;SetPreCuts FinMin TEST0;179.508;0;1;1;0;1;0;0;1;1;0;1;0;1;0;1;0;1;0;0;1;1
133;SetOrdPreCuts FinMin TEST0;179.993;0;1;0;1;1;0;0;1;1;0;1;0;1;0;1;0;1;0;0;1;1
134;SetFinPreCuts FinMin TEST0;180.03;0;1;1;0;0;1;0;1;1;0;1;0;1;0;1;0;1;0;0;1;1
135;SetOrdFinPreCuts FinMin TEST0;179.945;0;1;0;1;0;1;0;1;1;0;1;0;1;0;1;0;1;0;0;1;1
136;SetResCuts FinMin TEST0;158.026;0;1;1;0;1;0;1;0;0;1;1;0;1;0;1;0;1;0;0;1;1
137;SetOrdResCuts FinMin TEST0;157.449;0;1;0;1;1;0;1;0;0;1;1;0;1;0;1;0;1;0;0;1;1
138;SetFinResCuts FinMin TEST0;156.872;0;1;1;0;0;1;1;0;0;1;1;0;1;0;1;0;1;0;0;1;1
139;SetOrdFinResCuts FinMin TEST0;157.273;0;1;0;1;0;1;1;0;0;1;1;0;1;0;1;0;1;0;0;1;1
140;SetPreResCuts FinMin TEST0;179.412;0;1;1;0;1;0;0;1;0;1;1;0;1;0;1;0;1;0;0;1;1
141;SetOrdPreResCuts FinMin TEST0;172.419;0;1;0;1;1;0;0;1;0;1;1;0;1;0;1;0;1;0;0;1;1
142;SetFinPreResCuts FinMin TEST0;179.716;0;1;1;0;0;1;0;1;0;1;1;0;1;0;1;0;1;0;0;1;1
143;SetOrdFinPreResCuts FinMin TEST0;170.229;0;1;0;1;0;1;0;1;0;1;1;0;1;0;1;0;1;0;0;1;1
144;SetFaiCuts FinMin TEST0;179.738;0;1;1;0;1;0;1;0;1;0;1;0;0;1;1;0;1;0;0;1;1
145;SetOrdFaiCuts FinMin TEST0;178.96;0;1;0;1;1;0;1;0;1;0;1;0;0;1;1;0;1;0;0;1;1
146;SetFinFaiCuts FinMin TEST0;90.016;0;1;1;0;0;1;1;0;1;0;1;0;0;1;1;0;1;0;0;1;1
147;SetOrdFinFaiCuts FinMin TEST0;88.205;0;1;0;1;0;1;1;0;1;0;1;0;0;1;1;0;1;0;0;1;1
148;SetPreFaiCuts FinMin TEST0;61.706;0;1;1;0;1;0;0;1;1;0;1;0;0;1;1;0;1;0;0;1;1
149;SetOrdPreFaiCuts FinMin TEST0;92.015;0;1;0;1;1;0;0;1;1;0;1;0;0;1;1;0;1;0;0;1;1
150;SetFinPreFaiCuts FinMin TEST0;59.98;0;1;1;0;0;1;0;1;1;0;1;0;0;1;1;0;1;0;0;1;1
151;SetOrdFinPreFaiCuts FinMin TEST0;91.225;0;1;0;1;0;1;0;1;1;0;1;0;0;1;1;0;1;0;0;1;1
152;SetResFaiCuts FinMin TEST0;55.492;0;1;1;0;1;0;1;0;0;1;1;0;0;1;1;0;1;0;0;1;1
153;SetOrdResFaiCuts FinMin TEST0;67.114;0;1;0;1;1;0;1;0;0;1;1;0;0;1;1;0;1;0;0;1;1
154;SetFinResFaiCuts FinMin TEST0;54.732;0;1;1;0;0;1;1;0;0;1;1;0;0;1;1;0;1;0;0;1;1
155;SetOrdFinResFaiCuts FinMin TEST0;66.206;0;1;0;1;0;1;1;0;0;1;1;0;0;1;1;0;1;0;0;1;1
156;SetPreResFaiCuts FinMin TEST0;75.727;0;1;1;0;1;0;0;1;0;1;1;0;0;1;1;0;1;0;0;1;1
157;SetOrdPreResFaiCuts FinMin TEST0;90.577;0;1;0;1;1;0;0;1;0;1;1;0;0;1;1;0;1;0;0;1;1
158;SetFinPreResFaiCuts FinMin TEST0;75.759;0;1;1;0;0;1;0;1;0;1;1;0;0;1;1;0;1;0;0;1;1
159;SetOrdFinPreResFaiCuts FinMin TEST0;90.176;0;1;0;1;0;1;0;1;0;1;1;0;0;1;1;0;1;0;0;1;1
160;SetCorCuts FinMin TEST0;167.443;0;1;1;0;1;0;1;0;1;0;1;0;1;0;0;1;1;0;0;1;1
161;SetOrdCorCuts FinMin TEST0;179.563;0;1;0;1;1;0;1;0;1;0;1;0;1;0;0;1;1;0;0;1;1
162;SetFinCorCuts FinMin TEST0;78.586;0;1;1;0;0;1;1;0;1;0;1;0;1;0;0;1;1;0;0;1;1
163;SetOrdFinCorCuts FinMin TEST0;90.386;0;1;0;1;0;1;1;0;1;0;1;0;1;0;0;1;1;0;0;1;1
164;SetPreCorCuts FinMin TEST0;164.334;0;1;1;0;1;0;0;1;1;0;1;0;1;0;0;1;1;0;0;1;1
165;SetOrdPreCorCuts FinMin TEST0;180.171;0;1;0;1;1;0;0;1;1;0;1;0;1;0;0;1;1;0;0;1;1
166;SetFinPreCorCuts FinMin TEST0;164.02;0;1;1;0;0;1;0;1;1;0;1;0;1;0;0;1;1;0;0;1;1
167;SetOrdFinPreCorCuts FinMin TEST0;179.539;0;1;0;1;0;1;0;1;1;0;1;0;1;0;0;1;1;0;0;1;1
168;SetResCorCuts FinMin TEST0;135.834;0;1;1;0;1;0;1;0;0;1;1;0;1;0;0;1;1;0;0;1;1
169;SetOrdResCorCuts FinMin TEST0;180.177;0;1;0;1;1;0;1;0;0;1;1;0;1;0;0;1;1;0;0;1;1
170;SetFinResCorCuts FinMin TEST0;140.348;0;1;1;0;0;1;1;0;0;1;1;0;1;0;0;1;1;0;0;1;1
171;SetOrdFinResCorCuts FinMin TEST0;179.663;0;1;0;1;0;1;1;0;0;1;1;0;1;0;0;1;1;0;0;1;1
172;SetPreResCorCuts FinMin TEST0;169.783;0;1;1;0;1;0;0;1;0;1;1;0;1;0;0;1;1;0;0;1;1
173;SetOrdPreResCorCuts FinMin TEST0;180.413;0;1;0;1;1;0;0;1;0;1;1;0;1;0;0;1;1;0;0;1;1
174;SetFinPreResCorCuts FinMin TEST0;170.715;0;1;1;0;0;1;0;1;0;1;1;0;1;0;0;1;1;0;0;1;1
175;SetOrdFinPreResCorCuts FinMin TEST0;180.359;0;1;0;1;0;1;0;1;0;1;1;0;1;0;0;1;1;0;0;1;1
176;SetFaiCorCuts FinMin TEST0;141.645;0;1;1;0;1;0;1;0;1;0;1;0;0;1;0;1;1;0;0;1;1
177;SetOrdFaiCorCuts FinMin TEST0;169.468;0;1;0;1;1;0;1;0;1;0;1;0;0;1;0;1;1;0;0;1;1
178;SetFinFaiCorCuts FinMin TEST0;53.765;0;1;1;0;0;1;1;0;1;0;1;0;0;1;0;1;1;0;0;1;1
179;SetOrdFinFaiCorCuts FinMin TEST0;78.34;0;1;0;1;0;1;1;0;1;0;1;0;0;1;0;1;1;0;0;1;1
180;SetPreFaiCorCuts FinMin TEST0;91.413;0;1;1;0;1;0;0;1;1;0;1;0;0;1;0;1;1;0;0;1;1
181;SetOrdPreFaiCorCuts FinMin TEST0;69.621;0;1;0;1;1;0;0;1;1;0;1;0;0;1;0;1;1;0;0;1;1
182;SetFinPreFaiCorCuts FinMin TEST0;90.701;0;1;1;0;0;1;0;1;1;0;1;0;0;1;0;1;1;0;0;1;1
183;SetOrdFinPreFaiCorCuts FinMin TEST0;67.942;0;1;0;1;0;1;0;1;1;0;1;0;0;1;0;1;1;0;0;1;1
184;SetResFaiCorCuts FinMin TEST0;89.764;0;1;1;0;1;0;1;0;0;1;1;0;0;1;0;1;1;0;0;1;1
185;SetOrdResFaiCorCuts FinMin TEST0;83.284;0;1;0;1;1;0;1;0;0;1;1;0;0;1;0;1;1;0;0;1;1
186;SetFinResFaiCorCuts FinMin TEST0;90.606;0;1;1;0;0;1;1;0;0;1;1;0;0;1;0;1;1;0;0;1;1
187;SetOrdFinResFaiCorCuts FinMin TEST0;82.632;0;1;0;1;0;1;1;0;0;1;1;0;0;1;0;1;1;0;0;1;1
188;SetPreResFaiCorCuts FinMin TEST0;66.353;0;1;1;0;1;0;0;1;0;1;1;0;0;1;0;1;1;0;0;1;1
189;SetOrdPreResFaiCorCuts FinMin TEST0;89.974;0;1;0;1;1;0;0;1;0;1;1;0;0;1;0;1;1;0;0;1;1
190;SetFinPreResFaiCorCuts FinMin TEST0;66.647;0;1;1;0;0;1;0;1;0;1;1;0;0;1;0;1;1;0;0;1;1
191;SetOrdFinPreResFaiCorCuts FinMin TEST0;90.411;0;1;0;1;0;1;0;1;0;1;1;0;0;1;0;1;1;0;0;1;1
192;SetDowCuts FinMin TEST0;142.264;0;1;1;0;1;0;1;0;1;0;1;0;1;0;1;0;0;1;0;1;1
193;SetOrdDowCuts FinMin TEST0;179.68;0;1;0;1;1;0;1;0;1;0;1;0;1;0;1;0;0;1;0;1;1
194;SetFinDowCuts FinMin TEST0;54.012;0;1;1;0;0;1;1;0;1;0;1;0;1;0;1;0;0;1;0;1;1
195;SetOrdFinDowCuts FinMin TEST0;90.937;0;1;0;1;0;1;1;0;1;0;1;0;1;0;1;0;0;1;0;1;1
196;SetPreDowCuts FinMin TEST0;180.132;0;1;1;0;1;0;0;1;1;0;1;0;1;0;1;0;0;1;0;1;1
197;SetOrdPreDowCuts FinMin TEST0;180.062;0;1;0;1;1;0;0;1;1;0;1;0;1;0;1;0;0;1;0;1;1
198;SetFinPreDowCuts FinMin TEST0;179.954;0;1;1;0;0;1;0;1;1;0;1;0;1;0;1;0;0;1;0;1;1
199;SetOrdFinPreDowCuts FinMin TEST0;179.907;0;1;0;1;0;1;0;1;1;0;1;0;1;0;1;0;0;1;0;1;1
200;SetResDowCuts FinMin TEST0;109.905;0;1;1;0;1;0;1;0;0;1;1;0;1;0;1;0;0;1;0;1;1
201;SetOrdResDowCuts FinMin TEST0;79.534;0;1;0;1;1;0;1;0;0;1;1;0;1;0;1;0;0;1;0;1;1
