Name;Objective;Duration;Availability (time);Availability (energy);Prod losses (annual);Direct costs (annual);Vessel costs (annual);Repair costs (annual);Technician costs (annual);Turbines;Dur;Vessels;Percent;Size
Ha_Ye_NO_0_150;14065896,160940;0,028000;94,224136;93,742835;5287154,108708;3941347,000000;2820000,000000;848000,000000;273347,000000;Ha;Ye;NO;0;150;
Ha_Ye_NO_0_200;14830383,512504;0,030000;95,323542;94,977912;5647751,550644;4880515,000000;3367500,000000;1213000,000000;300015,000000;Ha;Ye;NO;0;200;
Ha_Ye_NO_0_80;7222716,878752;0,019000;93,962095;93,572217;2870578,636202;1906079,000000;1230000,000000;429400,000000;246679,000000;Ha;Ye;NO;0;80;
Ha_Ye_NT_10_120;8142915,034494;0,027000;95,779109;95,597475;2957041,995996;3064616,000000;1492500,000000;1252100,000000;320016,000000;Ha;Ye;NT;10;120;
Ha_Ye_NT_10_150;8787862,997498;0,027000;96,467191;96,315793;3163390,236836;3050183,000000;1575000,000000;1148500,000000;326683,000000;Ha;Ye;NT;10;150;
Ha_Ye_NT_10_200;11744950,560494;0,030000;96,328611;96,170859;4336456,827406;4317784,000000;2407500,000000;1563600,000000;346684,000000;Ha;Ye;NT;10;200;
Ha_Ye_NT_10_80;6376510,240140;0,026000;95,282060;94,807135;2346513,273394;1760580,000000;945000,000000;548900,000000;266680,000000;Ha;Ye;NT;10;80;
Ha_Ye_NT_15_120;5747773,713934;0,027000;96,866667;96,895842;2058504,621984;3444285,000000;1260000,000000;1817600,000000;366685,000000;Ha;Ye;NT;15;120;
Ha_Ye_NT_15_150;10271870,268252;0,018000;95,652716;95,529674;3718596,304838;4783785,000000;1522500,000000;2894600,000000;366685,000000;Ha;Ye;NT;15;150;
Ha_Ye_NT_15_200;10945690,301466;0,019000;96,432002;96,316685;4143797,677070;5064386,000000;1837500,000000;2840200,000000;386686,000000;Ha;Ye;NT;15;200;
Ha_Ye_NT_15_80;4541004,793898;0,029000;96,733391;96,490567;1549040,723880;2307949,000000;945000,000000;1049600,000000;313349,000000;Ha;Ye;NT;15;80;
Ha_Ye_NT_5_120;9682965,723104;0,033000;94,499132;94,143890;3909634,591150;3002446,000000;2010000,000000;739100,000000;253346,000000;Ha;Ye;NT;5;120;
Ha_Ye_NT_5_150;10553965,600220;0,032000;95,336682;95,029616;4144007,207646;3814447,000000;2662500,000000;878600,000000;273347,000000;Ha;Ye;NT;5;150;
Ha_Ye_NT_5_200;15174909,220854;0,028000;95,010417;94,622545;6036676,716900;4423149,000000;3030000,000000;1079800,000000;313349,000000;Ha;Ye;NT;5;200;
Ha_Ye_NT_5_80;6327208,401992;0,025000;95,459838;95,144710;2181283,613182;2187546,000000;1515000,000000;419200,000000;253346,000000;Ha;Ye;NT;5;80;
Se_2SL_Al_10_120;15683747,582030;0,049000;93,495177;93,401512;3914001,272096;5365796,000000;2095000,000000;2906333,333333;364462,666667;Se;2SL;Al;10;120;
Se_2SL_Al_10_150;16441781,832092;0,043000;95,314095;95,196924;3580910,567640;6382954,666667;2930000,000000;3026266,666667;426688,000000;Se;2SL;Al;10;150;
Se_2SL_Al_10_200;20139390,774370;0,034000;95,242600;95,163605;4820750,490481;7237048,666667;3040000,000000;3668133,333333;528915,333333;Se;2SL;Al;10;200;
Se_2SL_Al_10_80;8818906,572902;0,040000;95,209394;95,032610;1973275,215323;3219080,000000;1225000,000000;1727400,000000;266680,000000;Se;2SL;Al;10;80;
Se_2SL_Al_15_120;14414164,618330;0,030000;94,098277;94,053355;3542462,631840;5222462,666667;1835000,000000;3023000,000000;364462,666667;Se;2SL;Al;15;120;
Se_2SL_Al_15_150;16010589,082888;0,073000;95,260545;95,152816;3619824,226992;6026376,000000;2585000,000000;3032466,666667;408909,333333;Se;2SL;Al;15;150;
Se_2SL_Al_15_200;23721865,167780;0,037000;94,379005;94,337980;5675128,212932;7890916,000000;3230000,000000;4118666,666667;542249,333333;Se;2SL;Al;15;200;
Se_2SL_Al_15_80;8151266,373756;0,043000;95,733700;95,680602;1708687,075376;3496080,666667;1415000,000000;1801066,666667;280014,000000;Se;2SL;Al;15;80;
Se_2SL_Al_5_120;18307380,632210;0,044000;92,168506;92,224550;4720748,476397;4266883,333333;2510000,000000;1423533,333333;333350,000000;Se;2SL;Al;5;120;
Se_2SL_Al_5_150;25903349,045602;0,050000;91,071276;91,086031;6771585,459037;5762776,000000;3535000,000000;1818866,666667;408909,333333;Se;2SL;Al;5;150;
Se_2SL_Al_5_200;29053025,629910;0,052000;94,823696;94,981135;5085068,386165;10828114,666667;6990000,000000;3322533,333333;515581,333333;Se;2SL;Al;5;200;
Se_2SL_Al_5_80;14588098,296700;0,030000;89,622473;89,604466;4188794,527779;2797302,666667;1570000,000000;951733,333333;275569,333333;Se;2SL;Al;5;80;
Se_2SL_Cr_10_120;17373214,769588;0,045000;92,693158;92,732462;4414311,228915;4385438,666667;2665000,000000;1391533,333333;328905,333333;Se;2SL;Cr;10;120;
Se_2SL_Cr_10_150;21201166,826822;0,044000;92,940988;92,936716;5350685,086879;5395686,000000;3275000,000000;1734000,000000;386686,000000;Se;2SL;Cr;10;150;
Se_2SL_Cr_10_200;29166982,252406;0,062000;92,731111;92,735558;7347802,703103;7083468,666667;4075000,000000;2524000,000000;484468,666667;Se;2SL;Cr;10;200;
Se_2SL_Cr_10_80;12562740,575148;0,042000;92,571451;92,681419;2972034,609949;3142856,666667;1985000,000000;913400,000000;244456,666667;Se;2SL;Cr;10;80;
Se_2SL_Cr_15_120;19987154,977284;0,066000;91,475862;91,529234;5145531,707503;4277505,333333;2560000,000000;1388600,000000;328905,333333;Se;2SL;Cr;15;120;
Se_2SL_Cr_15_150;22584045,065374;0,051000;92,392860;92,405373;5766612,761264;5396308,000000;3240000,000000;1774066,666667;382241,333333;Se;2SL;Cr;15;150;
Se_2SL_Cr_15_200;27846474,586382;0,034000;95,150309;95,259310;4800489,415293;10478381,333333;6575000,000000;3387800,000000;515581,333333;Se;2SL;Cr;15;200;
Se_2SL_Cr_15_80;11007906,244368;0,084000;93,382292;93,246501;2710165,123548;3196034,000000;1950000,000000;1010466,666667;235567,333333;Se;2SL;Cr;15;80;
Se_2SL_Cr_5_120;15637949,297818;0,050000;93,428009;93,421906;3981786,885821;4405572,666667;2580000,000000;1483333,333333;342239,333333;Se;2SL;Cr;5;120;
Se_2SL_Cr_5_150;22099122,391640;0,047000;92,567685;92,551850;5645310,290927;5231420,000000;3085000,000000;1746400,000000;400020,000000;Se;2SL;Cr;5;150;
Se_2SL_Cr_5_200;28023279,054628;0,051000;95,223657;95,300046;4740594,606325;11100959,333333;7215000,000000;3365933,333333;520026,000000;Se;2SL;Cr;5;200;
Se_2SL_Cr_5_80;11500198,649596;0,051000;92,713214;92,781090;2925174,942053;2819901,333333;1605000,000000;966000,000000;248901,333333;Se;2SL;Cr;5;80;
Se_2SL_CT_10_120;18750613,462520;0,056000;91,837256;91,843878;4936667,946523;4372796,666667;2560000,000000;1435000,000000;377796,666667;Se;2SL;CT;10;120;
Se_2SL_CT_10_150;20803673,276926;0,049000;92,911975;92,871493;5395738,086740;5303199,333333;3155000,000000;1717066,666667;431132,666667;Se;2SL;CT;10;150;
Se_2SL_CT_10_200;30105137,691836;0,057000;92,624491;92,579488;7538815,022528;6952514,000000;4060000,000000;2390266,666667;502247,333333;Se;2SL;CT;10;200;
Se_2SL_CT_10_80;9633099,806350;0,053000;94,293461;94,464756;2251501,177052;2676438,666667;1535000,000000;812533,333333;328905,333333;Se;2SL;CT;10;80;
Se_2SL_CT_15_120;17906616,315562;0,054000;92,708166;92,682483;4452077,648799;4244996,000000;2440000,000000;1440533,333333;364462,666667;Se;2SL;CT;15;120;
Se_2SL_CT_15_150;21888250,268452;0,054000;92,613889;92,596659;5621767,540571;5057709,333333;2930000,000000;1718800,000000;408909,333333;Se;2SL;CT;15;150;
Se_2SL_CT_15_200;30435349,118856;0,040000;94,623650;94,730503;5348893,927740;10922205,333333;6990000,000000;3381066,666667;551138,666667;Se;2SL;CT;15;200;
Se_2SL_CT_15_80;12310215,804994;0,049000;91,805498;91,670309;3338505,818959;3042171,333333;1760000,000000;966600,000000;315571,333333;Se;2SL;CT;15;80;
Se_2SL_CT_5_120;15208319,811770;0,053000;93,700051;93,676068;3821367,051533;4245240,666667;2510000,000000;1366333,333333;368907,333333;Se;2SL;CT;5;120;
Se_2SL_CT_5_150;22431800,113650;0,060000;92,175895;92,191186;5913606,585233;5047376,666667;2895000,000000;1730133,333333;422243,333333;Se;2SL;CT;5;150;
Se_2SL_CT_5_200;28966495,279486;0,049000;94,985231;95,040019;5018625,312620;11135984,000000;7215000,000000;3352066,666667;568917,333333;Se;2SL;CT;5;200;
Se_2SL_CT_5_80;13779330,051030;0,055000;91,103106;91,133759;3582129,951263;3072549,333333;1760000,000000;992533,333333;320016,000000;Se;2SL;CT;5;80;
Se_2SL_NF_10_120;15829734,275052;0,045000;94,285918;94,159119;3485410,267936;5481684,666667;2510000,000000;2611666,666667;360018,000000;Se;2SL;NF;10;120;
Se_2SL_NF_10_150;18927792,877478;0,057000;94,344455;94,324253;4217026,405755;6912865,333333;3085000,000000;3410066,666667;417798,666667;Se;2SL;NF;10;150;
Se_2SL_NF_10_200;24149321,842296;0,050000;94,295648;94,361292;5616992,993939;8195871,333333;3680000,000000;3978066,666667;537804,666667;Se;2SL;NF;10;200;
Se_2SL_NF_10_80;8918520,235228;0,049000;95,593461;95,696382;1699138,584140;3959212,666667;1880000,000000;1825866,666667;253346,000000;Se;2SL;NF;10;80;
Se_2SL_NF_15_120;13641101,655296;0,050000;95,030478;94,965567;2979963,304417;5519172,666667;2440000,000000;2736933,333333;342239,333333;Se;2SL;NF;15;120;
Se_2SL_NF_15_150;18712394,969404;0,061000;94,186852;94,061205;4394461,431919;7088398,000000;3085000,000000;3598933,333333;404464,666667;Se;2SL;NF;15;150;
Se_2SL_NF_15_200;24463777,148304;0,064000;94,398920;94,455242;5560603,477411;8504514,666667;3765000,000000;4223933,333333;515581,333333;Se;2SL;NF;15;200;
Se_2SL_NF_15_80;9110980,145970;0,046000;95,387153;95,392087;1839171,526532;3815546,000000;1605000,000000;1957200,000000;253346,000000;Se;2SL;NF;15;80;
Se_2SL_NF_5_120;17945413,439860;0,055000;92,279038;92,307976;4668483,841771;3876705,333333;2180000,000000;1367800,000000;328905,333333;Se;2SL;NF;5;120;
Se_2SL_NF_5_150;23107060,777208;0,062000;91,952510;91,863155;6154279,651376;5411442,000000;3310000,000000;1705866,666667;395575,333333;Se;2SL;NF;5;150;
Se_2SL_NF_5_200;28073509,990952;0,048000;92,857492;92,783163;7272865,359040;7142114,000000;4215000,000000;2424866,666667;502247,333333;Se;2SL;NF;5;200;
Se_2SL_NF_5_80;13399427,239668;0,047000;91,863773;91,861521;3303570,712613;3019636,000000;1760000,000000;984066,666667;275569,333333;Se;2SL;NF;5;80;
Se_2SL_NO_0_120;15857806,128946;0,049000;93,725759;93,786039;3791757,834028;4251552,666667;2425000,000000;1439866,666667;386686,000000;Se;2SL;NO;0;120;
Se_2SL_NO_0_150;19928579,692902;0,050000;93,546512;93,563634;4877927,214251;5435866,000000;3240000,000000;1764733,333333;431132,666667;Se;2SL;NO;0;150;
Se_2SL_NO_0_200;24289826,374892;0,062000;94,193302;94,169777;5894374,316153;6613558,666667;3715000,000000;2391866,666667;506692,000000;Se;2SL;NO;0;200;
Se_2SL_NO_0_80;12278520,150792;0,086000;93,202218;93,218192;2760848,762864;3194149,333333;1915000,000000;959133,333333;320016,000000;Se;2SL;NO;0;80;
Se_2SL_NT_10_120;13765005,946220;0,055000;94,848753;94,723214;3128993,218392;5099066,666667;2130000,000000;2524600,000000;444466,666667;Se;2SL;NT;10;120;
Se_2SL_NT_10_150;18663515,203170;0,052000;94,075514;93,913334;4537140,182579;6125558,000000;2550000,000000;3082200,000000;493358,000000;Se;2SL;NT;10;150;
Se_2SL_NT_10_200;21964198,416652;0,035000;94,772870;94,754568;5238299,902780;7297872,000000;3005000,000000;3741733,333333;551138,666667;Se;2SL;NT;10;200;
Se_2SL_NT_10_80;9265160,883202;0,044000;94,953318;94,806287;2052310,970695;3435686,000000;1225000,000000;1824000,000000;386686,000000;Se;2SL;NT;10;80;
Se_2SL_NT_15_120;11789251,942640;0,049000;95,928292;95,906946;2449818,415903;5040600,666667;1975000,000000;2607800,000000;457800,666667;Se;2SL;NT;15;120;
Se_2SL_NT_15_150;17837498,036444;0,051000;94,490813;94,482180;4106459,025149;6670202,666667;2670000,000000;3502400,000000;497802,666667;Se;2SL;NT;15;150;
Se_2SL_NT_15_200;22907810,292064;0,063000;94,426736;94,274868;5713440,814356;7825073,333333;2920000,000000;4327266,666667;577806,666667;Se;2SL;NT;15;200;
Se_2SL_NT_15_80;8504009,090492;0,047000;95,658970;95,756421;1708422,996755;3803220,000000;1380000,000000;2023200,000000;400020,000000;Se;2SL;NT;15;80;
Se_2SL_NT_5_120;17659494,588862;0,064000;92,849910;92,837788;4352969,771345;4552397,333333;2770000,000000;1391266,666667;391130,666667;Se;2SL;NT;5;120;
Se_2SL_NT_5_150;22597470,486970;0,079000;92,323879;92,339355;5808671,698612;5417021,333333;3240000,000000;1750333,333333;426688,000000;Se;2SL;NT;5;150;
Se_2SL_NT_5_200;30367149,953744;0,114000;92,274630;92,225354;7855313,402288;7233536,666667;4250000,000000;2472400,000000;511136,666667;Se;2SL;NT;5;200;
Se_2SL_NT_5_80;14647963,635822;0,042000;90,581443;90,685410;3773390,203703;3128528,000000;1830000,000000;960733,333333;337794,666667;Se;2SL;NT;5;80;
Se_2SS_Al_10_120;17653487,995358;0,051000;94,038040;94,019209;3693281,142561;4722149,142857;1920000,000000;2485942,857143;316206,285714;Se;2SS;Al;10;120;
Se_2SS_Al_10_150;17423533,952336;0,047000;95,662892;95,532368;3423004,865584;5606380,571429;2310000,000000;2923028,571429;373352,000000;Se;2SS;Al;10;150;
Se_2SS_Al_10_200;28399676,017892;0,083000;94,125483;94,083548;6078317,223469;8005282,857143;3488571,428571;4002400,000000;514311,428571;Se;2SS;Al;10;200;
Se_2SS_Al_10_80;9624840,380532;0,053000;95,355804;95,218369;1966434,820781;2907820,571429;1260000,000000;1426857,142857;220963,428571;Se;2SS;Al;10;80;
Se_2SS_Al_15_120;12785484,009690;0,053000;96,282881;96,205365;2340309,361245;4677786,857143;1830000,000000;2539200,000000;308586,857143;Se;2SS;Al;15;120;
Se_2SS_Al_15_150;17277945,647008;0,083000;95,978739;95,963716;3106493,042034;6252666,857143;2472857,142857;3395028,571429;384781,142857;Se;2SS;Al;15;150;
Se_2SS_Al_15_200;21760091,596688;0,042000;96,089689;96,056684;4047217,175765;7937950,285714;3072857,142857;4335542,857143;529550,285714;Se;2SS;Al;15;200;
Se_2SS_Al_15_80;8401626,122788;0,066000;96,296495;96,197977;1548267,911592;3105802,285714;1230000,000000;1639600,000000;236202,285714;Se;2SS;Al;15;80;
Se_2SS_Al_5_120;24517298,283174;0,061000;91,082903;91,145994;5576772,154659;4692129,714286;3047142,857143;1336400,000000;308586,857143;Se;2SS;Al;5;120;
Se_2SS_Al_5_150;26863452,376010;0,061000;94,725150;94,847454;4024362,927382;8805676,000000;5918571,428571;2509942,857143;377161,714286;Se;2SS;Al;5;150;
Se_2SS_Al_5_200;35188565,745172;0,112000;94,219147;94,408994;5853820,387006;10563283,428571;6934285,714286;3103257,142857;525740,571429;Se;2SS;Al;5;200;
Se_2SS_Al_5_80;15733161,631004;0,070000;90,452546;90,421842;3973625,014758;2842163,428571;1748571,428571;872628,571429;220963,428571;Se;2SS;Al;5;80;
Se_2SS_Cr_10_120;23044520,113862;0,060000;90,806922;90,913317;5675896,398303;4344033,714286;2734285,714286;1316400,000000;293348,000000;Se;2SS;Cr;10;120;
Se_2SS_Cr_10_150;27384697,992532;0,070000;94,143968;94,349372;4410912,469583;8657160,571429;5858571,428571;2444285,714286;354303,428571;Se;2SS;Cr;10;150;
Se_2SS_Cr_10_200;32436358,461554;0,074000;95,098413;95,241676;4978084,506371;10427244,571429;6844285,714286;3072457,142857;510501,714286;Se;2SS;Cr;10;200;
Se_2SS_Cr_10_80;15482774,976458;0,059000;90,607424;90,708284;3859823,542144;2811858,285714;1748571,428571;849942,857143;213344,000000;Se;2SS;Cr;10;80;
Se_2SS_Cr_15_120;24331580,879922;0,072000;90,216733;90,353458;6019155,674451;4230585,714286;2674285,714286;1270571,428571;285728,571429;Se;2SS;Cr;15;120;
Se_2SS_Cr_15_150;26158047,179536;0,065000;94,756182;94,885108;4017392,880137;8525541,714286;5858571,428571;2308857,142857;358113,142857;Se;2SS;Cr;15;150;
Se_2SS_Cr_15_200;34134148,308750;0,084000;94,521045;94,583262;5644884,702383;10486634,285714;6754285,714286;3237085,714286;495262,857143;Se;2SS;Cr;15;200;
Se_2SS_Cr_15_80;15578129,860962;0,070000;91,112550;91,264211;3655411,564143;2928028,571429;1881428,571429;856114,285714;190485,714286;Se;2SS;Cr;15;80;
Se_2SS_Cr_5_120;20932844,552000;0,070000;91,899405;91,954077;5015543,174017;4318548,000000;2764285,714286;1260914,285714;293348,000000;Se;2SS;Cr;5;120;
Se_2SS_Cr_5_150;28312412,597024;0,102000;94,353642;94,482595;4333945,311761;8736647,428571;5918571,428571;2440914,285714;377161,714286;Se;2SS;Cr;5;150;
Se_2SS_Cr_5_200;36378627,882112;0,253000;94,229272;94,401342;5878860,384927;10737853,714286;7007142,857143;3227828,571429;502882,285714;Se;2SS;Cr;5;200;
Se_2SS_Cr_5_80;15654938,151766;0,083000;92,139220;92,300874;3239400,329803;3161934,857143;2074285,714286;866685,714286;220963,428571;Se;2SS;Cr;5;80;
Se_2SS_CT_10_120;24495622,397486;0,094000;93,793805;93,978127;3745270,953634;8136838,857143;5528571,428571;2212057,142857;396210,285714;Se;2SS;CT;10;120;
Se_2SS_CT_10_150;26623562,977314;0,085000;93,991711;94,267212;4476466,046730;8124172,571429;5442857,142857;2277485,714286;403829,714286;Se;2SS;CT;10;150;
Se_2SS_CT_10_200;34797087,188110;0,292000;94,590893;94,671113;5579718,431961;10527206,857143;6814285,714286;3194800,000000;518121,142857;Se;2SS;CT;10;200;
Se_2SS_CT_10_80;17330313,838620;0,064000;90,294990;90,377092;4041923,663464;2968758,857143;1778571,428571;870171,428571;320016,000000;Se;2SS;CT;10;80;
Se_2SS_CT_15_120;23323134,899670;0,074000;90,834193;90,901801;5673865,636000;4378456,571429;2674285,714286;1334628,571429;369542,285714;Se;2SS;CT;15;120;
Se_2SS_CT_15_150;28920974,010290;0,085000;93,883175;93,446937;4987732,315877;9772745,714286;6184285,714286;3150342,857143;438117,142857;Se;2SS;CT;15;150;
Se_2SS_CT_15_200;34260820,892904;0,081000;94,415357;94,068323;6071307,463393;10857874,285714;6428571,428571;3895942,857143;533360,000000;Se;2SS;CT;15;200;
Se_2SS_CT_15_80;13052919,323822;0,074000;92,787698;92,852317;2959567,083713;3045939,428571;1851428,571429;882114,285714;312396,571429;Se;2SS;CT;15;80;
Se_2SS_CT_5_120;21902339,113822;0,064000;91,825298;91,806917;5097604,916232;4672380,000000;2957142,857143;1353314,285714;361922,857143;Se;2SS;CT;5;120;
Se_2SS_CT_5_150;25260383,390402;0,071000;92,555476;92,640330;5754890,831023;5416172,571429;3287142,857143;1725200,000000;403829,714286;Se;2SS;CT;5;150;
Se_2SS_CT_5_200;34532855,374140;0,103000;94,788988;94,899559;5314745,337893;11048406,857143;7110000,000000;3420285,714286;518121,142857;Se;2SS;CT;5;200;
Se_2SS_CT_5_80;17200806,678210;0,069000;89,524967;89,591982;4311889,228945;3280111,428571;2074285,714286;882000,000000;323825,714286;Se;2SS;CT;5;80;
Se_2SS_NF_10_120;15954000,501598;0,062000;95,319103;95,227095;2910946,775520;5254282,857143;2468571,428571;2461885,714286;323825,714286;Se;2SS;NF;10;120;
Se_2SS_NF_10_150;21082042,852726;0,076000;94,935767;94,875471;3933445,579167;6622285,142857;3287142,857143;2965600,000000;369542,285714;Se;2SS;NF;10;150;
Se_2SS_NF_10_200;29204151,275386;0,086000;94,371124;94,308174;5863832,227920;8349073,142857;4152857,142857;3685714,285714;510501,714286;Se;2SS;NF;10;200;
Se_2SS_NF_10_80;10273720,094250;0,067000;95,533218;95,446644;1863676,009207;3597497,142857;1748571,428571;1620342,857143;228582,857143;Se;2SS;NF;10;80;
Se_2SS_NF_15_120;14023747,375458;0,077000;95,894323;95,868254;2541856,679822;4935214,857143;2228571,428571;2409485,714286;297157,714286;Se;2SS;NF;15;120;
Se_2SS_NF_15_150;18690453,642194;0,102000;95,956058;95,916330;3142143,385945;6952971,428571;3287142,857143;3284857,142857;380971,428571;Se;2SS;NF;15;150;
Se_2SS_NF_15_200;24827901,735082;0,094000;95,869854;95,841629;4256798,352464;9010197,714286;4020000,000000;4464457,142857;525740,571429;Se;2SS;NF;15;200;
Se_2SS_NF_15_80;9626925,489158;0,073000;96,012632;96,003270;1645259,686419;3499230,285714;1585714,285714;1688742,857143;224773,142857;Se;2SS;NF;15;80;
Se_2SS_NF_5_120;22290896,941582;0,060000;91,719808;91,739139;5163443,727021;4440929,142857;2867142,857143;1276628,571429;297157,714286;Se;2SS;NF;5;120;
Se_2SS_NF_5_150;27017114,317412;0,070000;94,708069;94,832688;4055152,123435;8690685,714286;5888571,428571;2421142,857143;380971,428571;Se;2SS;NF;5;150;
Se_2SS_NF_5_200;36259282,968770;0,080000;94,149259;94,271982;6021547,243774;10564654,285714;6844285,714286;3206057,142857;514311,428571;Se;2SS;NF;5;200;
Se_2SS_NF_5_80;16265821,049272;0,065000;90,579034;90,690761;3875750,832942;2978868,000000;1881428,571429;880285,714286;217153,714286;Se;2SS;NF;5;80;
Se_2SS_NO_0_120;21213151,616964;0,080000;92,283675;92,350794;4789358,408547;4387941,714286;2704285,714286;1325542,857143;358113,142857;Se;2SS;NO;0;120;
Se_2SS_NO_0_150;27420560,879634;0,078000;94,725776;94,781480;4095360,841960;8826078,285714;5948571,428571;2454628,571429;422878,285714;Se;2SS;NO;0;150;
Se_2SS_NO_0_200;34128856,399286;0,043000;94,422533;94,625283;5644065,456296;9907416,000000;6415714,285714;2981200,000000;510501,714286;Se;2SS;NO;0;200;
Se_2SS_NO_0_80;17755884,715742;0,074000;90,009871;90,039065;4140698,517779;3304949,142857;2074285,714286;914457,142857;316206,285714;Se;2SS;NO;0;80;
Se_2SS_NT_10_120;15148743,342296;0,074000;95,391270;95,327933;2867805,467787;5045698,285714;2112857,142857;2490914,285714;441926,857143;Se;2SS;NT;10;120;
Se_2SS_NT_10_150;18743243,251038;0,068000;95,251896;95,160100;3688955,246391;6257738,285714;2635714,285714;3142000,000000;480024,000000;Se;2SS;NT;10;150;
Se_2SS_NT_10_200;21735182,830686;0,051000;96,026892;95,979698;4130962,519641;7246999,428571;3265714,285714;3421257,142857;560028,000000;Se;2SS;NT;10;200;
Se_2SS_NT_10_80;11377452,741864;0,061000;94,983896;94,874746;2095426,878146;3639733,714286;1422857,142857;1828285,714286;388590,857143;Se;2SS;NT;10;80;
Se_2SS_NT_15_120;14530837,505826;0,083000;95,912390;95,779472;2605401,854563;5442404,000000;2215714,285714;2765714,285714;460975,428571;Se;2SS;NT;15;120;
Se_2SS_NT_15_150;18577445,840550;0,066000;95,847063;95,754142;3289380,344717;6573873,142857;2695714,285714;3367657,142857;510501,714286;Se;2SS;NT;15;150;
